sentence1	sentence2	heuristic	gold_label	data	
Geen jongvolwassenen knuffelen naast de hardlopers 	De hardlopers knuffelen naast de jongvolwassenen 	NEUTRAL	contradiction	TEST
Geen spelers vangen naast de motorrijders 	De motorrijders vangen naast de spelers 	NEUTRAL	contradiction	TEST
Geen boa's snuffelen achter de motorrijders 	De motorrijders snuffelen achter de boa's 	NEUTRAL	contradiction	TEST
Geen mimespelers ontwijken voor de mannen 	De mannen ontwijken voor de mimespelers 	NEUTRAL	contradiction	TEST
Geen boa's trekken naast de dochters 	De dochters trekken naast de boa's 	NEUTRAL	contradiction	TEST
Geen jongens verpletteren naast de boa's 	De boa's verpletteren naast de jongens 	NEUTRAL	contradiction	TEST
Geen leerlingen lezen voor de mimespelers 	De mimespelers lezen voor de leerlingen 	NEUTRAL	contradiction	TEST
Geen klimmers ontwijken dichtbij de fietsers 	De fietsers ontwijken dichtbij de klimmers 	NEUTRAL	contradiction	TEST
Geen boa's verpletteren achter de leerlingen 	De leerlingen verpletteren achter de boa's 	NEUTRAL	contradiction	TEST
Geen dochters dragen achter de jongens 	De jongens dragen achter de dochters 	NEUTRAL	contradiction	TRAIL
Geen vrouwen telefoneren voor de fotografen 	De fotografen telefoneren voor de vrouwen 	NEUTRAL	contradiction	TEST
Geen motorrijders voeren voor de jongens 	De jongens voeren voor de motorrijders 	NEUTRAL	contradiction	TEST
Geen jongvolwassenen studeren naast de soldaten 	De soldaten studeren naast de jongvolwassenen 	NEUTRAL	contradiction	TEST
Geen vrouwen voeren dichtbij de mimespelers 	De mimespelers voeren dichtbij de vrouwen 	NEUTRAL	contradiction	TEST
Geen klimmers ontwijken naast de jongens 	De jongens ontwijken naast de klimmers 	NEUTRAL	contradiction	TEST
Geen mimespelers verlaten naast de hardlopers 	De hardlopers verlaten naast de mimespelers 	NEUTRAL	contradiction	TRAIL
Geen studenten trekken achter de spelers 	De spelers trekken achter de studenten 	NEUTRAL	contradiction	TEST
Geen studenten trekken voor de fotografen 	De fotografen trekken voor de studenten 	NEUTRAL	contradiction	TRAIN
Geen fotografen tekenen de vrouwen dichtbij de fietsers	De vrouwen tekenen de fietsers	NEUTRAL	contradiction	TEST
Geen klimmers zagen de leerlingen naast de spelers	De leerlingen zagen de spelers	NEUTRAL	contradiction	TEST
Geen jongvolwassenen knuffelen de mannen voor de jongens	De mannen knuffelen de jongens	NEUTRAL	contradiction	TEST
Geen hardlopers gooien de mimespelers voor de spelers	De mimespelers gooien de spelers	NEUTRAL	contradiction	TEST
Geen studenten voeren de mannen dichtbij de klimmers	De mannen voeren de klimmers	NEUTRAL	contradiction	TRAIN
Geen klimmers schoppen de jongens dichtbij de motorrijders	De jongens schoppen de motorrijders	NEUTRAL	contradiction	TEST
Geen fotografen zagen de spelers dichtbij de mimespelers	De spelers zagen de mimespelers	NEUTRAL	contradiction	TRAIL
Geen soldaten verlaten de jongvolwassenen naast de fietsers	De jongvolwassenen verlaten de fietsers	NEUTRAL	contradiction	TRAIN
Geen mimespelers ontwijken de leerlingen naast de vrouwen	De leerlingen ontwijken de vrouwen	NEUTRAL	contradiction	TEST
Geen studenten ontwijken de klimmers dichtbij de dochters	De klimmers ontwijken de dochters	NEUTRAL	contradiction	TEST
Geen fietsers breken de studenten achter de leerlingen	De studenten breken de leerlingen	NEUTRAL	contradiction	TEST
Geen dochters borstelen de soldaten achter de jongens	De soldaten borstelen de jongens	NEUTRAL	contradiction	TEST
Geen mimespelers borstelen de hardlopers dichtbij de spelers	De hardlopers borstelen de spelers	NEUTRAL	contradiction	TEST
Geen fietsers schoppen de dochters achter de jongens	De dochters schoppen de jongens	NEUTRAL	contradiction	TEST
Geen studenten voeren de jongens dichtbij de mannen	De jongens voeren de mannen	NEUTRAL	contradiction	TEST
Geen boa's duelleren de vrouwen voor de jongvolwassenen	De vrouwen duelleren de jongvolwassenen	NEUTRAL	contradiction	TEST
Geen jongvolwassenen leren de klimmers voor de vrouwen	De klimmers leren de vrouwen	NEUTRAL	contradiction	TEST
Geen jongvolwassenen telefoneren de hardlopers voor de spelers	De hardlopers telefoneren de spelers	NEUTRAL	contradiction	TRAIN
Geen fotografen schoppen de dochters naast de fietsers	De dochters schoppen de fietsers	NEUTRAL	contradiction	TEST
Geen boa's ontwijken de mimespelers voor de klimmers	De mimespelers ontwijken de klimmers	NEUTRAL	contradiction	TRAIN
Geen spelers worstelen de soldaten voor de jongens	De soldaten worstelen de jongens	NEUTRAL	contradiction	TEST
Geen boa's trouwen de soldaten voor de jongvolwassenen	De soldaten trouwen de jongvolwassenen	NEUTRAL	contradiction	TEST
Geen mannen snuffelen de spelers dichtbij de vrouwen	De spelers snuffelen de vrouwen	NEUTRAL	contradiction	TEST
Geen dochters dragen de fietsers voor de motorrijders	De fietsers dragen de motorrijders	NEUTRAL	contradiction	TEST
Geen dochters gooien de boa's voor de jongvolwassenen	De boa's gooien de jongvolwassenen	NEUTRAL	contradiction	TEST
Geen studenten vangen de dochters voor de soldaten	De dochters vangen de soldaten	NEUTRAL	contradiction	TEST
Geen soldaten zagen de spelers naast de leerlingen	De spelers zagen de leerlingen	NEUTRAL	contradiction	TEST
Geen soldaten studeren de studenten voor de boa's	De studenten studeren de boa's	NEUTRAL	contradiction	TEST
Geen klimmers voeren de fietsers naast de mannen	De fietsers voeren de mannen	NEUTRAL	contradiction	TEST
Geen klimmers tekenen de spelers dichtbij de mannen	De spelers tekenen de mannen	NEUTRAL	contradiction	TEST
Geen studenten worstelen de spelers achter de vrouwen	De spelers worstelen de vrouwen	NEUTRAL	contradiction	TEST
Geen hardlopers verpletteren de motorrijders dichtbij de fotografen	De motorrijders verpletteren de fotografen	NEUTRAL	contradiction	TEST
Geen fotografen knuffelen de studenten dichtbij de boa's	De studenten knuffelen de boa's	NEUTRAL	contradiction	TRAIL
Geen spelers duelleren de klimmers achter de motorrijders	De klimmers duelleren de motorrijders	NEUTRAL	contradiction	TEST
Geen dochters vangen de leerlingen naast de fietsers	De leerlingen vangen de fietsers	NEUTRAL	contradiction	TEST
Geen mannen worstelen de boa's dichtbij de jongens	De boa's worstelen de jongens	NEUTRAL	contradiction	TEST
Geen fietsers schoppen de mannen voor de motorrijders	De mannen schoppen de motorrijders	NEUTRAL	contradiction	TEST
Geen jongens schoppen de mimespelers achter de soldaten	De mimespelers schoppen de soldaten	NEUTRAL	contradiction	TRAIL
Geen hardlopers breken de boa's naast de klimmers	De boa's breken de klimmers	NEUTRAL	contradiction	TEST
Geen fietsers borstelen de boa's naast de klimmers	De boa's borstelen de klimmers	NEUTRAL	contradiction	TEST
Geen studenten trouwen de jongens dichtbij de mannen	De jongens trouwen de mannen	NEUTRAL	contradiction	TEST
Geen spelers redden de studenten dichtbij de mimespelers	De studenten redden de mimespelers	NEUTRAL	contradiction	TRAIL
Geen spelers leren de fotografen achter de mannen	De fotografen leren de mannen	NEUTRAL	contradiction	TRAIN
Geen soldaten telefoneren de dochters achter de klimmers	De dochters telefoneren de klimmers	NEUTRAL	contradiction	TEST
Geen soldaten snuffelen de mannen voor de spelers	De mannen snuffelen de spelers	NEUTRAL	contradiction	TEST
Geen vrouwen trekken de spelers achter de soldaten	De spelers trekken de soldaten	NEUTRAL	contradiction	TRAIL
Geen boa's studeren de motorrijders achter de vrouwen	De motorrijders studeren de vrouwen	NEUTRAL	contradiction	TEST
Geen hardlopers gooien de spelers achter de mimespelers	De spelers gooien de mimespelers	NEUTRAL	contradiction	TEST
Geen hardlopers knuffelen de jongens achter de mannen	De jongens knuffelen de mannen	NEUTRAL	contradiction	TEST
Geen motorrijders gooien de dochters achter de klimmers	De dochters gooien de klimmers	NEUTRAL	contradiction	TEST
Geen soldaten knuffelen de vrouwen voor de hardlopers	De vrouwen knuffelen de hardlopers	NEUTRAL	contradiction	TEST
Geen hardlopers worstelen de studenten naast de mimespelers	De studenten worstelen de mimespelers	NEUTRAL	contradiction	TEST
Geen leerlingen redden de studenten voor de dochters	De studenten redden de dochters	NEUTRAL	contradiction	TEST
Geen motorrijders trouwen de mimespelers dichtbij de jongvolwassenen	De mimespelers trouwen de jongvolwassenen	NEUTRAL	contradiction	TEST
Geen mimespelers verlaten de soldaten dichtbij de jongens	De soldaten verlaten de jongens	NEUTRAL	contradiction	TEST
Geen jongens worstelen de mannen voor de jongvolwassenen	De mannen worstelen de jongvolwassenen	NEUTRAL	contradiction	TEST
Geen mannen duelleren de boa's dichtbij de soldaten	De boa's duelleren de soldaten	NEUTRAL	contradiction	TEST
Geen motorrijders worstelen de fotografen achter de mimespelers	De fotografen worstelen de mimespelers	NEUTRAL	contradiction	TEST
Geen motorrijders voeren de fotografen achter de dochters	De fotografen voeren de dochters	NEUTRAL	contradiction	TRAIL
Geen leerlingen tekenen de fietsers achter de mimespelers	De fietsers tekenen de mimespelers	NEUTRAL	contradiction	TEST
Geen studenten leren de fietsers voor de jongens	De fietsers leren de jongens	NEUTRAL	contradiction	TRAIL
Geen spelers borstelen de hardlopers dichtbij de studenten	De hardlopers borstelen de studenten	NEUTRAL	contradiction	TEST
Geen motorrijders duelleren de jongens naast de leerlingen	De jongens duelleren de leerlingen	NEUTRAL	contradiction	TEST
Geen jongens vangen de mimespelers achter de hardlopers	De mimespelers vangen de hardlopers	NEUTRAL	contradiction	TEST
Geen mannen trekken de spelers naast de motorrijders	De spelers trekken de motorrijders	NEUTRAL	contradiction	TEST
Geen motorrijders duelleren de klimmers voor de dochters	De klimmers duelleren de dochters	NEUTRAL	contradiction	TEST
Geen hardlopers breken de spelers naast de mannen	De spelers breken de mannen	NEUTRAL	contradiction	TEST
Geen leerlingen snuffelen de studenten dichtbij de soldaten	De studenten snuffelen de soldaten	NEUTRAL	contradiction	TRAIN
Geen klimmers studeren de studenten achter de boa's	De studenten studeren de boa's	NEUTRAL	contradiction	TEST
Geen hardlopers zagen de fietsers voor de leerlingen	De fietsers zagen de leerlingen	NEUTRAL	contradiction	TEST
Geen studenten vangen de jongens voor de boa's	De jongens vangen de boa's	NEUTRAL	contradiction	TRAIN
Geen mimespelers voeren de klimmers achter de mannen	De klimmers voeren de mannen	NEUTRAL	contradiction	TRAIN
Geen vrouwen redden de mimespelers achter de mannen	De mimespelers redden de mannen	NEUTRAL	contradiction	TEST
Geen hardlopers verlaten de mannen voor de soldaten	De mannen verlaten de soldaten	NEUTRAL	contradiction	TEST
Geen spelers leren de fietsers voor de jongvolwassenen	De fietsers leren de jongvolwassenen	NEUTRAL	contradiction	TEST
Geen boa's redden de soldaten dichtbij de jongvolwassenen	De soldaten redden de jongvolwassenen	NEUTRAL	contradiction	TEST
Geen jongvolwassenen knuffelen de vrouwen naast de motorrijders	De vrouwen knuffelen de motorrijders	NEUTRAL	contradiction	TEST
Geen leerlingen ontwijken de mannen dichtbij de spelers	De mannen ontwijken de spelers	NEUTRAL	contradiction	TEST
Geen boa's studeren de klimmers naast de fotografen	De klimmers studeren de fotografen	NEUTRAL	contradiction	TEST
Geen soldaten tekenen de jongvolwassenen achter de klimmers	De jongvolwassenen tekenen de klimmers	NEUTRAL	contradiction	TEST
Geen hardlopers breken de soldaten naast de dochters	De soldaten breken de dochters	NEUTRAL	contradiction	TRAIL
Geen mimespelers verlaten de boa's voor de jongens	De boa's verlaten de jongens	NEUTRAL	contradiction	TEST
Geen vrouwen trekken de mannen voor de jongvolwassenen	De mannen trekken de jongvolwassenen	NEUTRAL	contradiction	TEST
Geen vrouwen verpletteren de boa's voor de jongens	De boa's verpletteren de jongens	NEUTRAL	contradiction	TEST
Geen boa's leren de fotografen voor de motorrijders	De fotografen leren de motorrijders	NEUTRAL	contradiction	TEST
Geen mannen snuffelen de fietsers dichtbij de motorrijders	De fietsers snuffelen de motorrijders	NEUTRAL	contradiction	TEST
Geen jongens snuffelen de leerlingen dichtbij de studenten	De leerlingen snuffelen de studenten	NEUTRAL	contradiction	TEST
Geen dochters zagen de leerlingen voor de jongvolwassenen	De leerlingen zagen de jongvolwassenen	NEUTRAL	contradiction	TRAIL
Geen studenten worstelen de spelers achter de leerlingen	De spelers worstelen de leerlingen	NEUTRAL	contradiction	TEST
Geen fietsers snuffelen de vrouwen voor de hardlopers	De vrouwen snuffelen de hardlopers	NEUTRAL	contradiction	TEST
Geen spelers zagen de studenten voor de motorrijders	De studenten zagen de motorrijders	NEUTRAL	contradiction	TEST
Geen soldaten schoppen de studenten achter de spelers	De studenten schoppen de spelers	NEUTRAL	contradiction	TEST
Geen mimespelers leren de jongens naast de klimmers	De jongens leren de klimmers	NEUTRAL	contradiction	TEST
Geen dochters voeren de jongvolwassenen naast de jongens	De jongvolwassenen voeren de jongens	NEUTRAL	contradiction	TEST
Geen soldaten leren de vrouwen dichtbij de boa's	De vrouwen leren de boa's	NEUTRAL	contradiction	TEST
Geen hardlopers ontwijken de fotografen achter de vrouwen	De fotografen ontwijken de vrouwen	NEUTRAL	contradiction	TEST
Geen vrouwen snuffelen de jongens achter de dochters	De jongens snuffelen de dochters	NEUTRAL	contradiction	TEST
Geen klimmers gooien de vrouwen achter de studenten	De vrouwen gooien de studenten	NEUTRAL	contradiction	TEST
Geen dochters snuffelen de vrouwen dichtbij de spelers	De vrouwen snuffelen de spelers	NEUTRAL	contradiction	TEST
Geen soldaten verlaten de motorrijders voor de hardlopers	De motorrijders verlaten de hardlopers	NEUTRAL	contradiction	TEST
Geen leerlingen gooien 	Leerlingen gooien 	CONTRADICTION	contradiction	TEST
Geen soldaten verlaten 	Soldaten verlaten 	CONTRADICTION	contradiction	TEST
Geen hardlopers verpletteren 	Hardlopers verpletteren 	CONTRADICTION	contradiction	TEST
Geen mimespelers schoppen 	Mimespelers schoppen 	CONTRADICTION	contradiction	TEST
Geen vrouwen studeren 	Vrouwen studeren 	CONTRADICTION	contradiction	TEST
Geen vrouwen tekenen 	Vrouwen tekenen 	CONTRADICTION	contradiction	TEST
Geen fotografen verlaten 	Fotografen verlaten 	CONTRADICTION	contradiction	TRAIL
Geen hardlopers verlaten 	Hardlopers verlaten 	CONTRADICTION	contradiction	TRAIN
Geen studenten telefoneren 	Studenten telefoneren 	CONTRADICTION	contradiction	TEST
Geen mannen redden 	Mannen redden 	CONTRADICTION	contradiction	TEST
Geen studenten borstelen 	Studenten borstelen 	CONTRADICTION	contradiction	TEST
Geen leerlingen telefoneren 	Leerlingen telefoneren 	CONTRADICTION	contradiction	TEST
Geen fietsers borstelen 	Fietsers borstelen 	CONTRADICTION	contradiction	TEST
Geen studenten redden 	Studenten redden 	CONTRADICTION	contradiction	TEST
Geen klimmers borstelen 	Klimmers borstelen 	CONTRADICTION	contradiction	TEST
Geen jongvolwassenen worstelen 	Jongvolwassenen worstelen 	CONTRADICTION	contradiction	TEST
Geen fietsers zagen 	Fietsers zagen 	CONTRADICTION	contradiction	TEST
Geen dochters zagen 	Dochters zagen 	CONTRADICTION	contradiction	TEST
Geen fotografen breken 	Fotografen breken 	CONTRADICTION	contradiction	TEST
Geen leerlingen duelleren 	Leerlingen duelleren 	CONTRADICTION	contradiction	TEST
Geen motorrijders snuffelen 	Motorrijders snuffelen 	CONTRADICTION	contradiction	TEST
Geen studenten leren 	Studenten leren 	CONTRADICTION	contradiction	TEST
Geen dochters studeren 	Dochters studeren 	CONTRADICTION	contradiction	TEST
Geen jongens breken 	Jongens breken 	CONTRADICTION	contradiction	TEST
Geen studenten ontwijken 	Studenten ontwijken 	CONTRADICTION	contradiction	TEST
Geen motorrijders zagen 	Motorrijders zagen 	CONTRADICTION	contradiction	TRAIN
Geen dochters duelleren 	Dochters duelleren 	CONTRADICTION	contradiction	TEST
Geen soldaten studeren 	Soldaten studeren 	CONTRADICTION	contradiction	TEST
Geen mimespelers trekken 	Mimespelers trekken 	CONTRADICTION	contradiction	TEST
Geen vrouwen voeren 	Vrouwen voeren 	CONTRADICTION	contradiction	TEST
Geen studenten zagen 	Studenten zagen 	CONTRADICTION	contradiction	TEST
Geen leerlingen breken 	Leerlingen breken 	CONTRADICTION	contradiction	TEST
Geen jongvolwassenen schoppen 	Jongvolwassenen schoppen 	CONTRADICTION	contradiction	TEST
Geen fietsers breken 	Fietsers breken 	CONTRADICTION	contradiction	TEST
Geen leerlingen verlaten 	Leerlingen verlaten 	CONTRADICTION	contradiction	TEST
Geen motorrijders verpletteren 	Motorrijders verpletteren 	CONTRADICTION	contradiction	TEST
Geen soldaten duelleren 	Soldaten duelleren 	CONTRADICTION	contradiction	TEST
Geen jongvolwassenen telefoneren 	Jongvolwassenen telefoneren 	CONTRADICTION	contradiction	TEST
Geen leerlingen tekenen 	Leerlingen tekenen 	CONTRADICTION	contradiction	TEST
Geen mannen gooien 	Mannen gooien 	CONTRADICTION	contradiction	TEST
Geen mannen breken 	Mannen breken 	CONTRADICTION	contradiction	TEST
Geen soldaten schoppen 	Soldaten schoppen 	CONTRADICTION	contradiction	TEST
Geen vrouwen verlaten 	Vrouwen verlaten 	CONTRADICTION	contradiction	TEST
Geen mimespelers tekenen 	Mimespelers tekenen 	CONTRADICTION	contradiction	TEST
Geen klimmers verpletteren 	Klimmers verpletteren 	CONTRADICTION	contradiction	TEST
Geen studenten dragen 	Studenten dragen 	CONTRADICTION	contradiction	TEST
Geen fotografen leren 	Fotografen leren 	CONTRADICTION	contradiction	TRAIL
Geen motorrijders tekenen 	Motorrijders tekenen 	CONTRADICTION	contradiction	TEST
Geen jongens duelleren 	Jongens duelleren 	CONTRADICTION	contradiction	TRAIN
Geen soldaten zagen 	Soldaten zagen 	CONTRADICTION	contradiction	TEST
Geen mimespelers leren 	Mimespelers leren 	CONTRADICTION	contradiction	TEST
Geen dochters breken 	Dochters breken 	CONTRADICTION	contradiction	TEST
Geen spelers dragen 	Spelers dragen 	CONTRADICTION	contradiction	TEST
